,composition,Atoms,All Charges,Ind Charges,Cu(Uniq Charges),Mn(Uniq Charges),O(Uniq Charges),Is c_mixed,Raw_percentage,Charge_prob_per_ele,Charge_prob,normalized_charge_prob,Cu-2,Cu1,Cu2,Mn1,Mn2,Mn3,Mn4,O-2,O-1,formula,reduced_formula,mp-id,icsd_id,mp_FEPA,mp_eabovehull
880,Cu2Mn5O3,"[2, 5, 3]","(-2, 1, 1, 1, 1, 1, 2, -2, -2, -1)","[[-2, 1], [1, 2], [-2, -1]]",2,2,2,True,"[0.351, 0.414, 0.171, 0.171, 0.171, 0.171, 0.403, 0.799, 0.799, 0.197]","[0.38249999999999995, 0.2174, 0.5983333333333334]",0.0497547075,0.37323469752373695,True,True,False,True,True,False,False,True,True,Cu2Mn5O3,Mn5Cu2O3,[],[],NA,NA
881,Cu2Mn5O3,"[2, 5, 3]","(-2, 1, 1, 1, 1, 1, 3, -2, -2, -2)","[[-2, 1], [1, 3], [-2]]",2,2,1,True,"[0.351, 0.414, 0.171, 0.171, 0.171, 0.171, 0.153, 0.799, 0.799, 0.799]","[0.38249999999999995, 0.16740000000000002, 0.799]",0.051160369500000004,0.38377926421404684,True,True,False,True,False,True,False,True,False,Cu2Mn5O3,Mn5Cu2O3,[],[],NA,NA
882,Cu2Mn5O3,"[2, 5, 3]","(-2, 1, 1, 1, 1, 2, 2, -2, -2, -2)","[[-2, 1], [1, 2], [-2]]",2,2,1,True,"[0.351, 0.414, 0.171, 0.171, 0.171, 0.403, 0.403, 0.799, 0.799, 0.799]","[0.38249999999999995, 0.26380000000000003, 0.799]",0.08062189650000001,0.6047847664257202,True,True,False,True,True,False,False,True,False,Cu2Mn5O3,Mn5Cu2O3,[],[],NA,NA
883,Cu2Mn5O3,"[2, 5, 3]","(-2, 2, 1, 1, 1, 1, 1, -2, -2, -1)","[[-2, 2], [1], [-2, -1]]",2,1,2,True,"[0.351, 0.172, 0.171, 0.171, 0.171, 0.171, 0.171, 0.799, 0.799, 0.197]","[0.26149999999999995, 0.171, 0.5983333333333334]",0.0267553725,0.2007052973263366,True,False,True,True,False,False,False,True,True,Cu2Mn5O3,Mn5Cu2O3,[],[],NA,NA
884,Cu2Mn5O3,"[2, 5, 3]","(-2, 2, 1, 1, 1, 1, 2, -2, -2, -2)","[[-2, 2], [1, 2], [-2]]",2,2,1,True,"[0.351, 0.172, 0.171, 0.171, 0.171, 0.171, 0.403, 0.799, 0.799, 0.799]","[0.26149999999999995, 0.2174, 0.799]",0.0454232299,0.3407421392694885,True,False,True,True,True,False,False,True,False,Cu2Mn5O3,Mn5Cu2O3,[],[],NA,NA
885,Cu2Mn6O1,"[2, 6, 1]","(-2, -2, 1, 1, 1, 1, 1, 1, -2)","[[-2], [1], [-2]]",1,1,1,False,"[0.351, 0.351, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.799]","[0.351, 0.171, 0.799]",0.047956779,0.3597475455820477,True,False,False,True,False,False,False,True,False,Cu2Mn6O1,Mn6Cu2O,[],[],NA,NA
886,Cu2Mn6O2,"[2, 6, 2]","(-2, -2, 1, 1, 1, 1, 1, 1, -1, -1)","[[-2], [1], [-1]]",1,1,1,False,"[0.351, 0.351, 0.171, 0.171, 0.171, 0.171, 0.171, 0.171, 0.197, 0.197]","[0.351, 0.171, 0.197]",0.011824137,0.0886987064826826,True,False,False,True,False,False,False,False,True,Cu2Mn6O2,Mn3CuO,[],[],NA,NA
887,Cu2Mn6O2,"[2, 6, 2]","(-2, -2, 1, 1, 1, 1, 1, 2, -2, -1)","[[-2], [1, 2], [-2, -1]]",1,2,2,True,"[0.351, 0.351, 0.171, 0.171, 0.171, 0.171, 0.171, 0.403, 0.799, 0.197]","[0.351, 0.20966666666666667, 0.498]",0.036649313999999995,0.274924651606935,True,False,False,True,True,False,False,True,True,Cu2Mn6O2,Mn3CuO,[],[],NA,NA
888,Cu2Mn6O2,"[2, 6, 2]","(-2, -2, 1, 1, 1, 1, 1, 3, -2, -2)","[[-2], [1, 3], [-2]]",1,2,1,True,"[0.351, 0.351, 0.171, 0.171, 0.171, 0.171, 0.171, 0.153, 0.799, 0.799]","[0.351, 0.168, 0.799]",0.047115432000000006,0.3534361851332399,True,False,False,True,False,True,False,True,False,Cu2Mn6O2,Mn3CuO,[],[],NA,NA
889,Cu2Mn6O2,"[2, 6, 2]","(-2, -2, 1, 1, 1, 1, 2, 2, -2, -2)","[[-2], [1, 2], [-2]]",1,2,1,True,"[0.351, 0.351, 0.171, 0.171, 0.171, 0.171, 0.403, 0.403, 0.799, 0.799]","[0.351, 0.24833333333333335, 0.799]",0.069644835,0.5224403927068724,True,False,False,True,True,False,False,True,False,Cu2Mn6O2,Mn3CuO,[],[],NA,NA
890,Cu3Mn1O1,"[3, 1, 1]","(-2, -2, 1, 4, -1)","[[-2, 1], [4], [-1]]",2,1,1,True,"[0.351, 0.351, 0.414, 0.139, 0.197]","[0.372, 0.139, 0.197]",0.010186476000000002,0.07641380041663005,True,True,False,False,False,False,True,False,True,Cu3Mn1O1,MnCu3O,[],[],NA,NA
891,Cu3Mn1O1,"[3, 1, 1]","(-2, -2, 2, 3, -1)","[[-2, 2], [3], [-1]]",2,1,1,True,"[0.351, 0.351, 0.172, 0.153, 0.197]","[0.29133333333333333, 0.153, 0.197]",0.008781078000000001,0.06587121412104255,True,False,True,False,False,True,False,False,True,Cu3Mn1O1,MnCu3O,[],[],NA,NA
892,Cu3Mn1O1,"[3, 1, 1]","(-2, -2, 2, 4, -2)","[[-2, 2], [4], [-2]]",2,1,1,True,"[0.351, 0.351, 0.172, 0.139, 0.799]","[0.29133333333333333, 0.139, 0.799]",0.03235577133333334,0.24271666207150083,True,False,True,False,False,False,True,True,False,Cu3Mn1O1,MnCu3O,[],[],NA,NA
893,Cu3Mn1O1,"[3, 1, 1]","(-2, 1, 1, 1, -1)","[[-2, 1], [1], [-1]]",2,1,1,True,"[0.351, 0.414, 0.414, 0.171, 0.197]","[0.39299999999999996, 0.171, 0.197]",0.013238991,0.09931222691650787,True,True,False,True,False,False,False,False,True,Cu3Mn1O1,MnCu3O,[],[],NA,NA
894,Cu3Mn1O1,"[3, 1, 1]","(-2, 1, 1, 2, -2)","[[-2, 1], [2], [-2]]",2,1,1,True,"[0.351, 0.414, 0.414, 0.403, 0.799]","[0.39299999999999996, 0.403, 0.799]",0.126544821,0.9492753623188406,True,True,False,False,True,False,False,True,False,Cu3Mn1O1,MnCu3O,[],[],NA,NA
895,Cu3Mn1O1,"[3, 1, 1]","(-2, 1, 2, 1, -2)","[[-2, 1, 2], [1], [-2]]",3,1,1,True,"[0.351, 0.414, 0.172, 0.171, 0.799]","[0.3123333333333333, 0.171, 0.799]",0.042673791,0.3201172366670263,True,True,True,True,False,False,False,True,False,Cu3Mn1O1,MnCu3O,[],[],NA,NA
896,Cu3Mn1O2,"[3, 1, 2]","(-2, -2, 2, 4, -1, -1)","[[-2, 2], [4], [-1]]",2,1,1,True,"[0.351, 0.351, 0.172, 0.139, 0.197, 0.197]","[0.29133333333333333, 0.139, 0.197]",0.007977580666666668,0.05984378276356153,True,False,True,False,False,False,True,False,True,Cu3Mn1O2,MnCu3O2,[],[],NA,NA
897,Cu3Mn1O2,"[3, 1, 2]","(-2, 1, 1, 2, -1, -1)","[[-2, 1], [2], [-1]]",2,1,1,True,"[0.351, 0.414, 0.414, 0.403, 0.197, 0.197]","[0.39299999999999996, 0.403, 0.197]",0.031200663,0.2340516224991384,True,True,False,False,True,False,False,False,True,Cu3Mn1O2,MnCu3O2,[],[],NA,NA
898,Cu3Mn1O2,"[3, 1, 2]","(-2, 1, 1, 3, -2, -1)","[[-2, 1], [3], [-2, -1]]",2,1,2,True,"[0.351, 0.414, 0.414, 0.153, 0.799, 0.197]","[0.39299999999999996, 0.153, 0.498]",0.029944241999999996,0.22462658644807787,True,True,False,False,False,True,False,True,True,Cu3Mn1O2,MnCu3O2,[],[],NA,NA
899,Cu3Mn1O2,"[3, 1, 2]","(-2, 1, 1, 4, -2, -2)","[[-2, 1], [4], [-2]]",2,1,1,True,"[0.351, 0.414, 0.414, 0.139, 0.799, 0.799]","[0.39299999999999996, 0.139, 0.799]",0.043646973000000006,0.32741755673031975,True,True,False,False,False,False,True,True,False,Cu3Mn1O2,MnCu3O2,[],[],NA,NA
900,Cu3Mn1O2,"[3, 1, 2]","(-2, 1, 2, 1, -1, -1)","[[-2, 1, 2], [1], [-1]]",3,1,1,True,"[0.351, 0.414, 0.172, 0.171, 0.197, 0.197]","[0.3123333333333333, 0.171, 0.197]",0.010521573,0.07892752894043076,True,True,True,True,False,False,False,False,True,Cu3Mn1O2,MnCu3O2,[],[],NA,NA
901,Cu3Mn1O2,"[3, 1, 2]","(-2, 1, 2, 2, -2, -1)","[[-2, 1, 2], [2], [-2, -1]]",3,1,2,True,"[0.351, 0.414, 0.172, 0.403, 0.799, 0.197]","[0.3123333333333333, 0.403, 0.498]",0.062683426,0.4702194167830561,True,True,True,False,True,False,False,True,True,Cu3Mn1O2,MnCu3O2,[],[],NA,NA
902,Cu3Mn1O2,"[3, 1, 2]","(-2, 1, 2, 3, -2, -2)","[[-2, 1, 2], [3], [-2]]",3,1,1,True,"[0.351, 0.414, 0.172, 0.153, 0.799, 0.799]","[0.3123333333333333, 0.153, 0.799]",0.038181813,0.2864206854389183,True,True,True,False,False,True,False,True,False,Cu3Mn1O2,MnCu3O2,[],[],NA,NA
903,Cu3Mn1O2,"[3, 1, 2]","(-2, 2, 2, 1, -2, -1)","[[-2, 2], [1], [-2, -1]]",2,1,2,True,"[0.351, 0.172, 0.172, 0.171, 0.799, 0.197]","[0.23166666666666666, 0.171, 0.498]",0.019728270000000003,0.14799152193019355,True,False,True,True,False,False,False,True,True,Cu3Mn1O2,MnCu3O2,[],[],NA,NA
904,Cu3Mn1O2,"[3, 1, 2]","(-2, 2, 2, 2, -2, -2)","[[-2, 2], [2], [-2]]",2,1,1,True,"[0.351, 0.172, 0.172, 0.403, 0.799, 0.799]","[0.23166666666666666, 0.403, 0.799]",0.07459597166666668,0.5595813204508857,True,False,True,False,True,False,False,True,False,Cu3Mn1O2,MnCu3O2,[],[],NA,NA
905,Cu3Mn1O2,"[3, 1, 2]","(1, 1, 1, 1, -2, -2)","[[1], [1], [-2]]",1,1,1,False,"[0.414, 0.414, 0.414, 0.171, 0.799, 0.799]","[0.414, 0.171, 0.799]",0.056564406,0.42431761786600497,False,True,False,True,False,False,False,True,False,Cu3Mn1O2,MnCu3O2,[],[],NA,NA
906,Cu3Mn1O3,"[3, 1, 3]","(-2, 1, 1, 3, -1, -1, -1)","[[-2, 1], [3], [-1]]",2,1,1,True,"[0.351, 0.414, 0.414, 0.153, 0.197, 0.197, 0.197]","[0.39299999999999996, 0.153, 0.197]",0.011845412999999999,0.08885830829371756,True,True,False,False,False,True,False,False,True,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
907,Cu3Mn1O3,"[3, 1, 3]","(-2, 1, 1, 4, -2, -1, -1)","[[-2, 1], [4], [-2, -1]]",2,1,2,True,"[0.351, 0.414, 0.414, 0.139, 0.799, 0.197, 0.197]","[0.39299999999999996, 0.139, 0.39766666666666667]",0.021723337000000002,0.1629575073755826,True,True,False,False,False,False,True,True,True,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
908,Cu3Mn1O3,"[3, 1, 3]","(-2, 1, 2, 2, -1, -1, -1)","[[-2, 1, 2], [2], [-1]]",3,1,1,True,"[0.351, 0.414, 0.172, 0.403, 0.197, 0.197, 0.197]","[0.3123333333333333, 0.403, 0.197]",0.02479645566666667,0.18601049218124913,True,True,True,False,True,False,False,False,True,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
909,Cu3Mn1O3,"[3, 1, 3]","(-2, 1, 2, 3, -2, -1, -1)","[[-2, 1, 2], [3], [-2, -1]]",3,1,2,True,"[0.351, 0.414, 0.172, 0.153, 0.799, 0.197, 0.197]","[0.3123333333333333, 0.153, 0.39766666666666667]",0.019003297,0.1425531404791946,True,True,True,False,False,True,False,True,True,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
910,Cu3Mn1O3,"[3, 1, 3]","(-2, 1, 2, 4, -2, -2, -1)","[[-2, 1, 2], [4], [-2, -1]]",3,1,2,True,"[0.351, 0.414, 0.172, 0.139, 0.799, 0.799, 0.197]","[0.3123333333333333, 0.139, 0.5983333333333334]",0.02597624277777778,0.19486065948567874,True,True,True,False,False,False,True,True,True,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
911,Cu3Mn1O3,"[3, 1, 3]","(-2, 2, 2, 1, -1, -1, -1)","[[-2, 2], [1], [-1]]",2,1,1,True,"[0.351, 0.172, 0.172, 0.171, 0.197, 0.197, 0.197]","[0.23166666666666666, 0.171, 0.197]",0.007804155000000001,0.05854283096435367,True,False,True,True,False,False,False,False,True,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
912,Cu3Mn1O3,"[3, 1, 3]","(-2, 2, 2, 2, -2, -1, -1)","[[-2, 2], [2], [-2, -1]]",2,1,2,True,"[0.351, 0.172, 0.172, 0.403, 0.799, 0.197, 0.197]","[0.23166666666666666, 0.403, 0.39766666666666667]",0.03712682277777778,0.27850668139253515,True,False,True,False,True,False,False,True,True,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
913,Cu3Mn1O3,"[3, 1, 3]","(-2, 2, 2, 3, -2, -2, -1)","[[-2, 2], [3], [-2, -1]]",2,1,2,True,"[0.351, 0.172, 0.172, 0.153, 0.799, 0.799, 0.197]","[0.23166666666666666, 0.153, 0.5983333333333334]",0.021207925,0.15909114675191485,True,False,True,False,False,True,False,True,True,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
914,Cu3Mn1O3,"[3, 1, 3]","(-2, 2, 2, 4, -2, -2, -2)","[[-2, 2], [4], [-2]]",2,1,1,True,"[0.351, 0.172, 0.172, 0.139, 0.799, 0.799, 0.799]","[0.23166666666666666, 0.139, 0.799]",0.025729131666666672,0.19300695668157103,True,False,True,False,False,False,True,True,False,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
915,Cu3Mn1O3,"[3, 1, 3]","(1, 1, 1, 1, -2, -1, -1)","[[1], [1], [-2, -1]]",1,1,2,True,"[0.414, 0.414, 0.414, 0.171, 0.799, 0.197, 0.197]","[0.414, 0.171, 0.39766666666666667]",0.028152413999999997,0.2111851973776153,False,True,False,True,False,False,False,True,True,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
916,Cu3Mn1O3,"[3, 1, 3]","(1, 1, 1, 2, -2, -2, -1)","[[1], [2], [-2, -1]]",1,1,2,True,"[0.414, 0.414, 0.414, 0.403, 0.799, 0.799, 0.197]","[0.414, 0.403, 0.5983333333333334]",0.09982713,0.7488527325823947,False,True,False,False,True,False,False,True,True,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
917,Cu3Mn1O3,"[3, 1, 3]","(1, 1, 1, 3, -2, -2, -2)","[[1], [3], [-2]]",1,1,1,False,"[0.414, 0.414, 0.414, 0.153, 0.799, 0.799, 0.799]","[0.414, 0.153, 0.799]",0.050610258,0.37965260545905705,False,True,False,False,False,True,False,True,False,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
918,Cu3Mn1O3,"[3, 1, 3]","(1, 1, 2, 1, -2, -2, -1)","[[1, 2], [1], [-2, -1]]",2,1,2,True,"[0.414, 0.414, 0.172, 0.171, 0.799, 0.799, 0.197]","[0.3333333333333333, 0.171, 0.5983333333333334]",0.034105,0.25583849244912255,False,True,True,True,False,False,False,True,True,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
919,Cu3Mn1O3,"[3, 1, 3]","(1, 1, 2, 2, -2, -2, -2)","[[1, 2], [2], [-2]]",2,1,1,True,"[0.414, 0.414, 0.172, 0.403, 0.799, 0.799, 0.799]","[0.3333333333333333, 0.403, 0.799]",0.10733233333333334,0.8051529790660226,False,True,True,False,True,False,False,True,False,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
920,Cu3Mn1O3,"[3, 1, 3]","(1, 2, 2, 1, -2, -2, -2)","[[1, 2], [1], [-2]]",2,1,1,True,"[0.414, 0.172, 0.172, 0.171, 0.799, 0.799, 0.799]","[0.25266666666666665, 0.171, 0.799]",0.034521594,0.2589635703240192,False,True,True,True,False,False,False,True,False,Cu3Mn1O3,Mn(CuO)3,[],[],NA,NA
921,Cu3Mn1O4,"[3, 1, 4]","(-2, 1, 1, 4, -1, -1, -1, -1)","[[-2, 1], [4], [-1]]",2,1,1,True,"[0.351, 0.414, 0.414, 0.139, 0.197, 0.197, 0.197, 0.197]","[0.39299999999999996, 0.139, 0.197]",0.010761519,0.080727482698214,True,True,False,False,False,False,True,False,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
922,Cu3Mn1O4,"[3, 1, 4]","(-2, 1, 2, 3, -1, -1, -1, -1)","[[-2, 1, 2], [3], [-1]]",3,1,1,True,"[0.351, 0.414, 0.172, 0.153, 0.197, 0.197, 0.197, 0.197]","[0.3123333333333333, 0.153, 0.197]",0.009414038999999999,0.07061936799933279,True,True,True,False,False,True,False,False,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
923,Cu3Mn1O4,"[3, 1, 4]","(-2, 1, 2, 4, -2, -1, -1, -1)","[[-2, 1, 2], [4], [-2, -1]]",3,1,2,True,"[0.351, 0.414, 0.172, 0.139, 0.799, 0.197, 0.197, 0.197]","[0.3123333333333333, 0.139, 0.34750000000000003]",0.015086480833333334,0.11317116296034545,True,True,True,False,False,False,True,True,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
924,Cu3Mn1O4,"[3, 1, 4]","(-2, 2, 2, 2, -1, -1, -1, -1)","[[-2, 2], [2], [-1]]",2,1,1,True,"[0.351, 0.172, 0.172, 0.403, 0.197, 0.197, 0.197, 0.197]","[0.23166666666666666, 0.403, 0.197]",0.018392248333333337,0.1379693618633598,True,False,True,False,True,False,False,False,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
925,Cu3Mn1O4,"[3, 1, 4]","(-2, 2, 2, 3, -2, -1, -1, -1)","[[-2, 2], [3], [-2, -1]]",2,1,2,True,"[0.351, 0.172, 0.172, 0.153, 0.799, 0.197, 0.197, 0.197]","[0.23166666666666666, 0.153, 0.34750000000000003]",0.0123171375,0.09239694734756058,True,False,True,False,False,True,False,True,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
926,Cu3Mn1O4,"[3, 1, 4]","(-2, 2, 2, 4, -2, -2, -1, -1)","[[-2, 2], [4], [-2, -1]]",2,1,2,True,"[0.351, 0.172, 0.172, 0.139, 0.799, 0.799, 0.197, 0.197]","[0.23166666666666666, 0.139, 0.498]",0.01603643,0.12029720203682398,True,False,True,False,False,False,True,True,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
927,Cu3Mn1O4,"[3, 1, 4]","(1, 1, 1, 1, -1, -1, -1, -1)","[[1], [1], [-1]]",1,1,1,False,"[0.414, 0.414, 0.414, 0.171, 0.197, 0.197, 0.197, 0.197]","[0.414, 0.171, 0.197]",0.013946418,0.10461898713342051,False,True,False,True,False,False,False,False,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
928,Cu3Mn1O4,"[3, 1, 4]","(1, 1, 1, 2, -2, -1, -1, -1)","[[1], [2], [-2, -1]]",1,1,2,True,"[0.414, 0.414, 0.414, 0.403, 0.799, 0.197, 0.197, 0.197]","[0.414, 0.403, 0.34750000000000003]",0.057977595,0.434918648310388,False,True,False,False,True,False,False,True,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
929,Cu3Mn1O4,"[3, 1, 4]","(1, 1, 1, 3, -2, -2, -1, -1)","[[1], [3], [-2, -1]]",1,1,2,True,"[0.414, 0.414, 0.414, 0.153, 0.799, 0.799, 0.197, 0.197]","[0.414, 0.153, 0.498]",0.031544315999999996,0.23662953381553242,False,True,False,False,False,True,False,True,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
930,Cu3Mn1O4,"[3, 1, 4]","(1, 1, 1, 4, -2, -2, -2, -1)","[[1], [4], [-2, -1]]",1,1,2,True,"[0.414, 0.414, 0.414, 0.139, 0.799, 0.799, 0.799, 0.197]","[0.414, 0.139, 0.6485000000000001]",0.037318581,0.2799451547685227,False,True,False,False,False,False,True,True,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
931,Cu3Mn1O4,"[3, 1, 4]","(1, 1, 2, 1, -2, -1, -1, -1)","[[1, 2], [1], [-2, -1]]",2,1,2,True,"[0.414, 0.414, 0.172, 0.171, 0.799, 0.197, 0.197, 0.197]","[0.3333333333333333, 0.171, 0.34750000000000003]",0.019807500000000002,0.14858586539176058,False,True,True,True,False,False,False,True,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
932,Cu3Mn1O4,"[3, 1, 4]","(1, 1, 2, 2, -2, -2, -1, -1)","[[1, 2], [2], [-2, -1]]",2,1,2,True,"[0.414, 0.414, 0.172, 0.403, 0.799, 0.799, 0.197, 0.197]","[0.3333333333333333, 0.403, 0.498]",0.066898,0.5018350232476586,False,True,True,False,True,False,False,True,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
933,Cu3Mn1O4,"[3, 1, 4]","(1, 1, 2, 3, -2, -2, -2, -1)","[[1, 2], [3], [-2, -1]]",2,1,2,True,"[0.414, 0.414, 0.172, 0.153, 0.799, 0.799, 0.799, 0.197]","[0.3333333333333333, 0.153, 0.6485000000000001]",0.0330735,0.24810070019105857,False,True,True,False,False,True,False,True,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
934,Cu3Mn1O4,"[3, 1, 4]","(1, 1, 2, 4, -2, -2, -2, -2)","[[1, 2], [4], [-2]]",2,1,1,True,"[0.414, 0.414, 0.172, 0.139, 0.799, 0.799, 0.799, 0.799]","[0.3333333333333333, 0.139, 0.799]",0.037020333333333336,0.27770785134038994,False,True,True,False,False,False,True,True,False,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
935,Cu3Mn1O4,"[3, 1, 4]","(1, 2, 2, 1, -2, -2, -1, -1)","[[1, 2], [1], [-2, -1]]",2,1,2,True,"[0.414, 0.172, 0.172, 0.171, 0.799, 0.799, 0.197, 0.197]","[0.25266666666666665, 0.171, 0.498]",0.021516588,0.16140658075264272,False,True,True,True,False,False,False,True,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
936,Cu3Mn1O4,"[3, 1, 4]","(1, 2, 2, 2, -2, -2, -2, -1)","[[1, 2], [2], [-2, -1]]",2,1,2,True,"[0.414, 0.172, 0.172, 0.403, 0.799, 0.799, 0.799, 0.197]","[0.25266666666666665, 0.403, 0.6485000000000001]",0.06603329633333334,0.4953484528768852,False,True,True,False,True,False,False,True,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
937,Cu3Mn1O4,"[3, 1, 4]","(1, 2, 2, 3, -2, -2, -2, -2)","[[1, 2], [3], [-2]]",2,1,1,True,"[0.414, 0.172, 0.172, 0.153, 0.799, 0.799, 0.799, 0.799]","[0.25266666666666665, 0.153, 0.799]",0.030887742,0.23170424713201712,False,True,True,False,False,True,False,True,False,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
938,Cu3Mn1O4,"[3, 1, 4]","(2, 2, 2, 1, -2, -2, -2, -1)","[[2], [1], [-2, -1]]",1,1,2,True,"[0.172, 0.172, 0.172, 0.171, 0.799, 0.799, 0.799, 0.197]","[0.172, 0.171, 0.6485000000000001]",0.019073682,0.14308113321606697,False,False,True,True,False,False,False,True,True,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
939,Cu3Mn1O4,"[3, 1, 4]","(2, 2, 2, 2, -2, -2, -2, -2)","[[2], [2], [-2]]",1,1,1,False,"[0.172, 0.172, 0.172, 0.403, 0.799, 0.799, 0.799, 0.799]","[0.172, 0.403, 0.799]",0.055383484000000004,0.41545893719806765,False,False,True,False,True,False,False,True,False,Cu3Mn1O4,MnCu3O4,[],[],NA,NA
940,Cu3Mn1O5,"[3, 1, 5]","(-2, 1, 2, 4, -1, -1, -1, -1, -1)","[[-2, 1, 2], [4], [-1]]",3,1,1,True,"[0.351, 0.414, 0.172, 0.139, 0.197, 0.197, 0.197, 0.197, 0.197]","[0.3123333333333333, 0.139, 0.197]",0.008552623666666667,0.06415746504514548,True,True,True,False,False,False,True,False,True,Cu3Mn1O5,MnCu3O5,[],[],NA,NA
941,Cu3Mn1O5,"[3, 1, 5]","(-2, 2, 2, 3, -1, -1, -1, -1, -1)","[[-2, 2], [3], [-1]]",2,1,1,True,"[0.351, 0.172, 0.172, 0.153, 0.197, 0.197, 0.197, 0.197, 0.197]","[0.23166666666666666, 0.153, 0.197]",0.006982665,0.05238042770494801,True,False,True,False,False,True,False,False,True,Cu3Mn1O5,MnCu3O5,[],[],NA,NA
942,Cu3Mn1O5,"[3, 1, 5]","(-2, 2, 2, 4, -2, -1, -1, -1, -1)","[[-2, 2], [4], [-2, -1]]",2,1,2,True,"[0.351, 0.172, 0.172, 0.139, 0.799, 0.197, 0.197, 0.197, 0.197]","[0.23166666666666666, 0.139, 0.3174]",0.010220809,0.07667134924997576,True,False,True,False,False,False,True,True,True,Cu3Mn1O5,MnCu3O5,[],[],NA,NA
943,Cu3Mn1O5,"[3, 1, 5]","(1, 1, 1, 2, -1, -1, -1, -1, -1)","[[1], [2], [-1]]",1,1,1,False,"[0.414, 0.414, 0.414, 0.403, 0.197, 0.197, 0.197, 0.197, 0.197]","[0.414, 0.403, 0.197]",0.032867874,0.24655819774718396,False,True,False,False,True,False,False,False,True,Cu3Mn1O5,MnCu3O5,[],[],NA,NA
944,Cu3Mn1O5,"[3, 1, 5]","(1, 1, 1, 3, -2, -1, -1, -1, -1)","[[1], [3], [-2, -1]]",1,1,2,True,"[0.414, 0.414, 0.414, 0.153, 0.799, 0.197, 0.197, 0.197, 0.197]","[0.414, 0.153, 0.3174]",0.020104750799999998,0.15081569082941765,False,True,False,False,False,True,False,True,True,Cu3Mn1O5,MnCu3O5,[],[],NA,NA
945,Cu3Mn1O5,"[3, 1, 5]","(1, 1, 1, 4, -2, -2, -1, -1, -1)","[[1], [4], [-2, -1]]",1,1,2,True,"[0.414, 0.414, 0.414, 0.139, 0.799, 0.799, 0.197, 0.197, 0.197]","[0.414, 0.139, 0.4378]",0.0251936388,0.1889899595337845,False,True,False,False,False,False,True,True,True,Cu3Mn1O5,MnCu3O5,[],[],NA,NA
946,Cu3Mn1O5,"[3, 1, 5]","(1, 1, 2, 1, -1, -1, -1, -1, -1)","[[1, 2], [1], [-1]]",2,1,1,True,"[0.414, 0.414, 0.172, 0.171, 0.197, 0.197, 0.197, 0.197, 0.197]","[0.3333333333333333, 0.171, 0.197]",0.011229000000000001,0.0842342891573434,False,True,True,True,False,False,False,False,True,Cu3Mn1O5,MnCu3O5,[],[],NA,NA
947,Cu3Mn1O5,"[3, 1, 5]","(1, 1, 2, 2, -2, -1, -1, -1, -1)","[[1, 2], [2], [-2, -1]]",2,1,2,True,"[0.414, 0.414, 0.172, 0.403, 0.799, 0.197, 0.197, 0.197, 0.197]","[0.3333333333333333, 0.403, 0.3174]",0.0426374,0.3198442497566402,False,True,True,False,True,False,False,True,True,Cu3Mn1O5,MnCu3O5,[],[],NA,NA
948,Cu3Mn1O5,"[3, 1, 5]","(1, 1, 2, 3, -2, -2, -1, -1, -1)","[[1, 2], [3], [-2, -1]]",2,1,2,True,"[0.414, 0.414, 0.172, 0.153, 0.799, 0.799, 0.197, 0.197, 0.197]","[0.3333333333333333, 0.153, 0.4378]",0.0223278,0.16749188364478865,False,True,True,False,False,True,False,True,True,Cu3Mn1O5,MnCu3O5,[],[],NA,NA
